MS SubClass,Lot Frontage,Street,Lot Shape,Utilities,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Enclosed Porch,Screen Porch,Pool QC,Fence,Mo Sold,Yr Sold,SalePrice,House_Age,Remod_Age,Total_SF,Total_Bathrooms,Has_Screen_Porch,Has_Enclosed_Porch,Lot Area_log,Open Porch SF_log,Neighborhood_Tier,Is_GasA,Is_CompShg,Is_Normal_Cond1,Is_Normal_Cond2,Has_Misc_Feature,MS Zoning_FV,MS Zoning_Other,MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Alley_No Alley Access,Alley_Pave,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_CulDSac,Lot Config_FR2,Lot Config_Inside,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1Story,House Style_2Story,House Style_Other,House Style_SFoyer,House Style_SLvl,Roof Style_Hip,Roof Style_Other,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_MetalSd,Exterior 1st_Other,Exterior 1st_Plywood,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_CmentBd,Exterior 2nd_HdBoard,Exterior 2nd_MetalSd,Exterior 2nd_Other,Exterior 2nd_Plywood,Exterior 2nd_VinylSd,Exterior 2nd_Wd Sdng,Exterior 2nd_Wd Shng,Mas Vnr Type_BrkFace,Mas Vnr Type_None,Mas Vnr Type_Other,Mas Vnr Type_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtFin Type 2_BLQ,BsmtFin Type 2_GLQ,BsmtFin Type 2_LwQ,BsmtFin Type 2_No Basement,BsmtFin Type 2_Rec,BsmtFin Type 2_Unf,Electrical_FuseF,Electrical_Other,Electrical_SBrkr,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_No Garage,Sale Type_ConLD,Sale Type_New,Sale Type_Other,Sale Type_WD ,Sale Condition_AdjLand,Sale Condition_Alloca,Sale Condition_Family,Sale Condition_Normal,Sale Condition_Partial
60,75.0,1,3,4,3,6,6,1977,1977.0,140.0,3,3,3,3,1,4,535.0,155.0,690.0,3,1,698,728,1426,0.0,0.0,1,1,3,1,3,6,8,0,0,1977.0,3,2.0,440.0,3,3,2,252,0,0,0,3,7,2009.0,159500,32.0,32.0,2116.0,1.5,0,0,8.981052985901483,0.0,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
20,80.0,1,4,4,3,4,6,1960,1971.0,0.0,3,3,3,3,1,6,399.0,615.0,1014.0,3,1,1149,0,1149,1.0,0.0,1,0,3,1,3,7,7,0,0,1968.0,3,1.0,544.0,3,3,2,0,0,0,0,3,7,2009.0,127000,49.0,38.0,2163.0,2.0,0,0,9.276408971945887,5.484796933490655,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
80,72.0,1,4,4,3,6,6,1976,1976.0,255.0,3,3,3,3,3,5,631.0,410.0,1041.0,5,1,1125,0,1125,1.0,0.0,1,0,3,1,3,6,8,1,2,1977.0,1,1.0,352.0,3,3,2,296,0,0,0,2,10,2009.0,125000,33.0,33.0,2166.0,2.0,0,0,8.881975184248867,0.0,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
20,86.0,1,3,4,3,9,5,2007,2008.0,340.0,5,3,5,3,1,6,1234.0,464.0,1698.0,5,1,1698,0,1698,1.0,0.0,2,0,3,1,5,8,8,1,4,2007.0,3,3.0,768.0,3,3,2,327,0,0,0,0,2,2009.0,320000,2.0,1.0,3396.0,3.0,0,0,9.494541392591309,4.174387269895637,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
180,35.0,1,4,4,3,6,5,2005,2006.0,80.0,3,3,4,3,4,6,547.0,0.0,547.0,4,1,1072,0,1072,1.0,0.0,1,0,2,1,3,5,8,0,0,2005.0,3,2.0,525.0,3,3,2,0,0,0,0,0,4,2009.0,145500,4.0,3.0,1619.0,2.0,0,0,8.209580483475577,3.367295829986474,3,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
20,50.0,1,4,4,3,5,9,1947,2008.0,0.0,3,5,3,3,1,1,0.0,698.0,698.0,5,1,698,0,698,0.0,1.0,1,0,2,1,3,4,8,0,0,0.0,0,0.0,0.0,0,0,2,0,0,0,0,0,6,2009.0,118000,62.0,1.0,1396.0,1.5,0,0,9.149103062504993,5.303304908059076,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
20,64.0,1,4,4,2,4,5,1959,1959.0,0.0,3,3,3,3,1,2,332.0,301.0,876.0,3,1,876,0,876,0.0,0.0,1,0,3,1,3,5,8,0,0,1959.0,1,1.0,320.0,3,3,2,0,0,0,0,3,3,2009.0,85000,50.0,50.0,1752.0,1.0,0,0,8.765770543987257,0.0,3,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
20,70.0,1,4,4,3,5,5,1950,1950.0,0.0,3,3,2,3,2,3,1078.0,0.0,1078.0,3,1,1368,0,1368,1.0,0.0,1,0,3,1,3,6,7,0,0,1950.0,2,1.0,195.0,3,3,2,0,211,0,0,0,6,2009.0,120000,59.0,59.0,2446.0,2.0,0,1,9.373139262281274,3.7376696182833684,3,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
50,50.0,1,4,4,3,4,3,1945,1950.0,0.0,3,3,0,0,0,0,0.0,0.0,0.0,3,0,1088,441,1529,0.0,0.0,2,0,4,1,3,9,5,0,0,1945.0,1,1.0,240.0,3,3,0,92,185,0,0,0,4,2009.0,98000,64.0,59.0,1529.0,2.0,0,1,9.036701015565063,0.0,3,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
30,56.0,1,4,4,3,5,8,1922,1950.0,0.0,3,3,2,3,1,1,0.0,864.0,864.0,5,1,864,0,864,0.0,0.0,1,0,2,1,3,4,8,0,0,0.0,0,0.0,0.0,0,0,2,0,0,0,0,0,7,2009.0,99900,87.0,59.0,1728.0,1.0,0,0,8.309184527686298,4.574710978503383,3,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
20,74.0,1,4,4,3,3,3,1952,1952.0,0.0,3,3,0,0,0,0,0.0,0.0,0.0,2,0,944,0,944,0.0,0.0,1,0,2,1,2,4,7,0,0,1956.0,1,2.0,528.0,3,2,2,0,0,0,0,0,7,2009.0,82000,57.0,57.0,944.0,1.0,0,0,9.230829038403499,0.0,3,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
90,65.0,1,4,4,3,5,5,1959,1959.0,74.0,3,3,3,3,1,1,0.0,1678.0,1678.0,3,1,1678,0,1678,0.0,0.0,2,0,6,2,3,10,8,0,0,0.0,0,0.0,0.0,0,0,2,0,0,0,0,0,8,2009.0,119900,50.0,50.0,3356.0,2.0,0,0,9.298992069570746,0.0,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
20,70.0,1,4,4,3,5,5,1956,1956.0,259.0,3,3,3,3,1,3,546.0,604.0,1150.0,5,1,1560,0,1560,0.0,0.0,1,0,2,1,3,7,7,1,3,1956.0,1,1.0,313.0,3,3,2,0,0,0,0,0,5,2009.0,103500,53.0,53.0,2710.0,1.0,0,0,9.373139262281274,0.0,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
20,74.0,1,3,4,3,4,3,1956,1956.0,0.0,3,3,3,3,1,1,0.0,672.0,672.0,5,1,960,0,960,0.0,0.0,1,0,3,1,3,5,8,0,0,1956.0,1,1.0,288.0,3,3,2,64,0,160,0,3,10,2009.0,112000,53.0,53.0,1632.0,1.0,1,0,9.096835671179361,0.0,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,67.0,1,4,4,3,6,8,1920,2000.0,0.0,3,3,3,2,2,1,0.0,684.0,684.0,4,1,684,512,1196,0.0,0.0,1,0,3,1,4,7,8,0,0,2005.0,1,2.0,528.0,3,3,2,0,0,0,0,4,8,2009.0,110000,89.0,9.0,1880.0,1.0,0,0,9.42181611842271,3.8501476017100584,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
50,45.0,1,4,4,3,5,6,1941,1950.0,0.0,3,3,3,3,1,3,626.0,94.0,720.0,5,1,854,444,1298,0.0,0.0,1,0,3,1,3,6,8,2,4,1940.0,1,1.0,256.0,3,3,2,84,0,0,0,0,9,2009.0,122000,68.0,59.0,2018.0,1.0,0,0,9.013473543740192,0.0,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
50,60.0,1,4,4,3,5,5,1941,1960.0,0.0,3,3,3,3,1,2,408.0,156.0,984.0,5,1,984,620,1604,0.0,0.0,2,0,3,1,3,6,6,0,0,1977.0,1,2.0,660.0,3,3,2,0,0,0,0,0,7,2009.0,117000,68.0,49.0,2588.0,2.0,0,0,9.305559638557117,4.23410650459726,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
50,70.0,1,4,4,3,5,4,1938,1950.0,88.0,3,3,3,2,1,2,832.0,0.0,832.0,3,1,832,436,1268,0.0,0.0,1,1,3,1,3,7,8,2,4,1938.0,1,1.0,250.0,3,3,2,0,55,0,0,0,7,2009.0,160000,71.0,59.0,2100.0,1.5,0,1,8.748463629942055,0.0,3,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
50,55.0,1,2,4,3,5,5,1932,2000.0,0.0,3,3,3,3,1,3,182.0,611.0,793.0,5,1,848,672,1520,0.0,0.0,1,0,3,1,3,6,8,0,0,1968.0,1,1.0,281.0,3,3,2,0,56,0,0,0,7,2009.0,159434,77.0,9.0,2313.0,1.0,0,1,8.412054873292933,0.0,3,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
30,60.0,1,4,4,3,2,5,1920,1950.0,0.0,3,3,3,2,1,3,290.0,0.0,290.0,3,0,438,0,438,0.0,0.0,1,0,1,1,2,3,8,0,0,1930.0,1,1.0,246.0,3,3,0,0,0,0,0,0,1,2009.0,60000,89.0,59.0,728.0,1.0,0,0,9.036106025364846,0.0,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
50,60.0,1,4,4,3,6,7,1940,1950.0,0.0,3,3,3,3,1,1,0.0,778.0,778.0,3,1,944,545,1489,0.0,0.0,2,0,3,1,3,7,8,1,4,1940.0,1,1.0,240.0,3,3,2,335,0,0,0,2,7,2009.0,139500,69.0,59.0,2267.0,2.0,0,0,9.200391041122515,0.0,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
75,102.0,1,4,4,3,7,3,1920,1970.0,0.0,3,3,3,3,1,6,523.0,301.0,824.0,5,1,1687,998,3082,1.0,0.0,2,1,5,1,3,12,8,2,3,1970.0,3,2.0,672.0,3,3,2,136,0,0,0,0,8,2009.0,197000,89.0,39.0,3509.0,3.5,0,0,9.671807670199632,4.1588830833596715,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
70,43.0,1,4,4,3,6,6,1935,1950.0,0.0,3,3,3,3,1,1,0.0,583.0,583.0,4,1,647,595,1242,0.0,0.0,1,1,3,1,3,6,8,1,4,1926.0,1,1.0,180.0,2,3,2,329,0,0,0,0,3,2009.0,105000,74.0,59.0,1825.0,1.5,0,0,8.649623978596727,4.574710978503383,3,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
50,65.0,1,4,4,3,4,3,1928,1950.0,0.0,3,3,3,3,1,4,622.0,500.0,1122.0,3,1,1328,653,1981,1.0,0.0,2,0,4,1,4,7,6,2,3,1981.0,1,2.0,576.0,3,3,2,431,0,0,0,3,12,2009.0,135000,81.0,59.0,3103.0,3.0,0,0,8.962519832949532,3.8066624897703196,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
30,64.0,1,4,4,3,6,8,1916,2000.0,0.0,4,3,3,3,1,1,0.0,816.0,816.0,5,1,1232,0,1232,0.0,0.0,1,0,3,1,4,6,8,1,4,1916.0,1,2.0,440.0,3,3,2,0,180,0,0,0,10,2009.0,147500,93.0,9.0,2048.0,1.0,0,1,9.056606272034141,0.0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
50,51.0,1,4,4,3,6,6,1925,1990.0,0.0,3,3,3,3,1,4,264.0,712.0,976.0,5,1,1160,448,1608,0.0,0.0,2,1,3,1,4,7,8,1,4,1925.0,1,1.0,216.0,2,3,2,147,0,0,0,3,10,2009.0,137450,84.0,19.0,2584.0,2.5,0,0,8.72777821348305,2.833213344056216,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
70,60.0,1,4,4,3,7,9,1936,2007.0,0.0,4,4,4,4,1,5,350.0,0.0,560.0,5,1,575,560,1135,1.0,0.0,1,0,3,1,4,6,8,0,0,1971.0,2,2.0,576.0,3,3,2,256,0,0,0,3,4,2009.0,155000,73.0,2.0,1695.0,2.0,0,0,8.881975184248867,0.0,3,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
50,57.0,1,4,4,3,6,6,1928,1950.0,0.0,3,3,3,3,1,1,0.0,896.0,896.0,4,1,1172,741,1913,0.0,0.0,1,1,3,1,3,9,8,1,3,1929.0,1,2.0,342.0,2,2,2,0,0,0,0,0,3,2009.0,177000,81.0,59.0,2809.0,1.5,0,0,8.930494185292178,0.0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
50,52.0,1,4,4,3,7,7,1928,1950.0,0.0,3,3,3,3,1,1,0.0,861.0,861.0,4,1,877,600,1477,0.0,1.0,2,0,3,1,3,6,8,1,4,1928.0,1,1.0,216.0,3,3,2,0,0,0,0,0,8,2009.0,145000,81.0,59.0,2338.0,2.5,0,0,8.747193183526933,3.9318256327243257,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
70,53.0,1,4,4,3,7,8,1918,1990.0,0.0,3,3,3,2,2,1,0.0,600.0,600.0,5,1,628,600,1228,0.0,0.0,1,0,3,1,3,6,8,1,4,1918.0,1,1.0,215.0,2,3,2,0,0,195,0,3,5,2009.0,137000,91.0,19.0,1828.0,1.0,1,0,8.87570644462861,4.736198448394496,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
70,53.0,1,4,4,3,7,9,1926,2004.0,0.0,4,3,4,3,1,1,0.0,1276.0,1276.0,5,1,1276,804,2080,0.0,0.0,1,1,3,1,4,9,8,2,4,1926.0,1,1.0,282.0,3,3,2,0,0,145,0,3,6,2009.0,234000,83.0,5.0,3356.0,1.5,1,0,9.298259670014065,0.0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
50,60.0,1,4,4,2,5,6,1940,1950.0,0.0,3,3,3,3,1,5,728.0,112.0,840.0,5,1,840,727,1567,1.0,0.0,1,1,2,1,3,6,6,2,3,1961.0,1,2.0,440.0,3,3,2,0,150,0,0,4,2,2009.0,205000,69.0,59.0,2407.0,2.5,0,1,9.523763287920113,3.091042453358316,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
70,70.0,1,3,4,3,6,7,1942,1950.0,0.0,3,3,3,3,1,4,547.0,224.0,771.0,2,1,753,741,1494,0.0,0.0,1,0,3,1,4,7,8,2,4,1942.0,1,1.0,213.0,3,3,1,0,0,224,0,0,11,2009.0,177500,67.0,59.0,2265.0,1.0,1,0,8.922791623969637,0.0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
50,130.0,1,3,4,3,5,7,1940,1950.0,0.0,4,4,3,2,1,3,428.0,300.0,728.0,5,1,976,332,1308,1.0,0.0,1,1,2,1,3,7,6,2,3,1940.0,1,1.0,256.0,3,3,2,0,0,0,0,0,6,2009.0,160000,69.0,59.0,2036.0,2.5,0,0,9.169622538697624,4.2626798770413155,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
20,80.0,1,3,4,3,5,4,1960,1960.0,0.0,3,3,3,3,1,3,793.0,480.0,1273.0,5,1,1273,0,1273,0.0,0.0,1,0,2,1,3,5,8,0,0,1960.0,1,1.0,307.0,3,3,2,483,0,115,0,3,6,2009.0,155000,49.0,49.0,2546.0,1.0,1,0,9.59430941973946,0.0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
30,80.0,1,3,4,3,5,7,1921,2006.0,0.0,3,4,4,3,1,5,713.0,163.0,876.0,5,1,964,0,964,1.0,0.0,1,0,2,1,3,5,8,0,0,1921.0,1,2.0,432.0,3,3,2,0,44,0,0,0,8,2009.0,163500,88.0,3.0,1840.0,2.0,0,1,9.500095294588894,0.0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
50,54.0,1,3,4,3,5,6,1921,1950.0,0.0,3,3,3,3,1,1,0.0,731.0,731.0,5,1,820,523,1343,0.0,0.0,1,1,3,1,3,7,8,1,4,1921.0,1,1.0,186.0,2,3,2,192,102,0,0,0,7,2009.0,154900,88.0,59.0,2074.0,1.5,0,1,8.94663520890585,0.0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
90,57.5,1,3,4,3,7,6,1940,1950.0,0.0,3,3,3,3,1,2,246.0,674.0,920.0,5,1,1240,1240,2480,0.0,0.0,2,1,5,2,3,13,8,2,4,1940.0,1,2.0,400.0,3,3,2,0,57,0,0,0,7,2009.0,205000,69.0,59.0,3400.0,2.5,0,1,9.005282288208358,0.0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
